0:08:06,hic00
0:10:26,hic01
0:14:03,hic02
0:17:53,hic03
0:28:38,hic04
0:32:26,hic05
0:49:53,hic06
1:05:00,hic07
1:11:12,hic08
1:14:20,hic09
1:33:28,hic10
1:39:51,hic11
1:43:59,hic12
1:51:18,hic13
1:59:07,hic14
2:02:49,hic15
2:05:49,hic16
2:08:28,hic17
2:19:15,hic18
2:23:43,hic19
2:30:53,hic20
2:36:20,hic21
2:42:51,hic22
2:46:29,hic23
2:51:33,hic24
