0:19:35,hic00
0:32:01,hic01
0:44:24,hic02
0:50:55,hic03
1:03:41,hic04
1:15:30,hic05
1:30:24,hic06
1:37:19,hic07
1:47:31,hic08
2:08:49,hic09
2:18:05,hic10
2:31:43,hic11
2:47:30,hic12
3:02:29,hic13
3:09:25,hic14
3:38:54,hic15
3:56:46,hic16
4:10:41,hic17
4:24:14,hic18
4:38:39,hic19
